x	y	objectid	rowid_	holiday	violation_code	violation_description	location	rp_plate_state	body_style	address_id	streetsegid	xcoord	ycoord	filename	ticket_issue_datetime
-77.04795702789998	38.913354612199996	4665007	1844155	False	P172	FAILURE TO SECURE DC TAGS	BLOCK 2100 DECATUR PL NW SOUTH SIDE	MD	UT	808971	7683.0	395841	138388	Parking_Violations_in_March_2014.csv	2014-03-25T00:13:00.000Z
-77.04578048	38.8995817167	19391	1676441	False	P055	NO PARKING ANYTIME	2100 BLOCK H ST NW NORTH SIDE	CT	4D	808258	7072.0	396029	136859	Parking_Violations_in_April_2014.csv	2014-04-10T12:37:00.000Z
-77.0175812034	38.8935988011	12233419	9360609	False	P039	PARK AT EXPIRED METER	0300 C ST NW BLOCK NORTH SIDE	MD		812162	10438.0	398475	136194	Parking_Violations_in_February_2013.csv	2013-02-04T14:03:00.000Z
-77.0328078901	38.8920911185	6124226	13484206	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	1400 BLOCK CONSTITUTION AVE NW SOU*	NC	VA	806337	5447.0	397154	136027	Parking_Violations_in_July_2015.csv	2015-07-27T16:13:00.000Z
-77.03574036149999	38.9243491505	3589301	13341271	False	P344	VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT	REAR OF 2637 16TH ST NW EAST SIDE	VA	4D	235840	12764.0	396901	139608	Parking_Violations_in_December_2015.csv	2015-12-15T00:26:00.000Z
-77.04795702789998	38.913354612199996	9242728	6491747	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	2200 BLOCK DECATUR PL NW NORTH SIDE	MD	VA	808971	7683.0	395841	138388	Parking_Violations_in_July_2011.csv	2011-07-20T10:49:00.000Z
-77.0114331635	38.8682499537	10521630	7350605	False	P042	PARK ON PUBLIC SPACE	UNIT BLOCK S ST SW SOUTH SIDE	MD	UT	807441	6381.0	399008	133380	Parking_Violations_in_November_2010.csv	2010-11-29T15:10:00.000Z
-77.0227619132	38.9815639277	8212864	10374226	False	P025	PARK LESS THAN 40 FEET FROM AN INTERSECTION	7500 BLOCK EASTERN AV, NW SOUTH SI	MD	4D	806107	5241.0	398028	145959	Parking_Violations_in_August_2009.csv	2009-08-25T07:42:00.000Z
-77.025996651	38.8952998131	8376614	3973691	False	P055	NO PARKING ANYTIME	0500 BLOCK 10TH ST NW EAST SIDE	DC	4D	802069	1668.0	397745	136383	Parking_Violations_in_November_2012.csv	2012-11-10T21:00:00.000Z
-77.03590127159998	38.9232771109	4590368	5973913	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1600 BLOCK EUCLID ST NW NORTH SIDE	NJ	2D	815119	13036.0	396887	139489	Parking_Violations_in_November_2011.csv	2011-11-09T09:34:00.000Z
-77.0514397309	38.8981109985	2102353	12164981	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	700 BLOCK 24TH ST NW WEST SIDE	DC	4D	815163	13077.0	395538	136696	Parking_Violations_in_May_2009.csv	2009-05-26T17:14:00.000Z
-77.0862153941	38.9329617885	1867059	8655435	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	3200 BLOCK 44TH ST NW WEST SIDE	VA	TK	803702	3313.0	392525	140567	Parking_Violations_in_February_2010.csv	2010-02-22T09:51:00.000Z
-77.03195984609998	38.9031356088	10158980	1383860	False	P168	NO FRONT TAGS.	1000 BLOCK 14TH ST NW WEST SIDE	DC	2D	804807	4141.0	397228	137253	Parking_Violations_in_July_2014.csv	2014-07-02T22:49:00.000Z
-77.0239536995	38.8875710648	12708615	2005039	False	P039	PARK AT EXPIRED METER	900 BLOCK INDEPENDENCE AVE SW NORTH	MD	VA	812629	10856.0	397922	135525	Parking_Violations_in_January_2014.csv	2014-01-06T15:39:00.000Z
-77.0275647059	38.8961372318	7497515	13511428	False	P001	PARK ABREAST OF ANOTHER VEHICLE	1200 BLOCK E ST NW NORTH SIDE	MD	TK	802767	2264.0	397609	136476	Parking_Violations_in_July_2015.csv	2015-07-31T12:31:00.000Z
-76.9892810302	38.900211773	7507218	645326	False	P170	FAILURE TO DISPLAY CURRENT TAGS	1200 BLOCK H ST NE NORTH SIDE	VA	4D	800027	26.0	400930	136928	Parking_Violations_in_February_2015.csv	2015-02-06T18:22:00.000Z
-77.0439356303	38.8990148983	12600549	1673488	False	P322	PARK OVERTIME IN TIMED ZONE	FRONT OF 700 19TH ST NW EAST SIDE	DC	2D	241084	11042.0	396189	136796	Parking_Violations_in_May_2014.csv	2014-05-01T14:14:00.000Z
-77.046639793	38.9091122158	3507186	2330440	False	P012	DISOBEYING OFFICIAL SIGN	1500BLOCK 21ST ST NW WEST SIDE	VA		802300	2986.0	395955	137917	Parking_Violations_in_November_2013.csv	2013-11-21T12:10:00.000Z
-77.040612443	38.893548022	5595509	13326159	False	P014	EMERGENCY NO PARKING	1700 BLOCK C ST NW SOUTH SIDE	DC	PU	805730	4915.0	396477	136189	Parking_Violations_in_December_2015.csv	2015-12-11T12:51:00.000Z
-77.0209146869	38.9008770107	11447077	3481920	False	P039	PARK AT EXPIRED METER	0600 BLOCK EYE ST NW NORTH SIDE	MD	PU	809882	8444.0	398186	137002	Parking_Violations_in_January_2013.csv	2013-01-25T07:34:00.000Z
-77.0291847022	38.9111357491	3849605	5756855	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1300 BLOCK Q ST NW NORTH SIDE	MD	4D	804356	3761.0	397469	138141	Parking_Violations_in_December_2011.csv	2011-12-08T10:50:00.000Z
-76.99898800299998	38.885825890999996	12462194	11893562	False	P280	EXPIRATION TIME ON METER RECEIPT LAPSED	600 BLOCK PENNSYLVANIA AV SE SOUTH	MD	4D	803281	2776.0	400088	135331	Parking_Violations_in_August_2009.csv	2009-08-07T16:16:00.000Z
-77.0209143779	38.899823032600004	9266272	9697217	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	0700 H ST NW BLOCK SOUTH SIDE	DC		807858	6734.0	398186	136885	Parking_Violations_in_March_2012.csv	2012-03-03T14:30:00.000Z
-77.07199990000001	38.9154141884	6401381	8256678	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	3700 BLOCK T ST NW EAST SIDE	PA	4D	803596	3092.0	393756	138618	Parking_Violations_in_April_2010.csv	2010-04-23T18:58:00.000Z
-77.02885628209998	38.8973440409	4725619	10033116	False	P031	UNAUTHORIZED VEHICLE IN LOADING ZONE	BLOCK OF 1300 F ST NW SOUTH SIDE	MD	4D	814139	12182.0	397497	136610	Parking_Violations_in_May_2015.csv	2015-05-20T18:09:00.000Z
-77.0656716038	38.9051213771	4602829	7613287	False	P280	EXPIRATION TIME ON METER RECEIPT LAPSED	3200 BLOCK M ST NW NORTH SIDE	DC	VA	801283	1260.0	394304	137475	Parking_Violations_in_October_2010.csv	2010-10-29T11:52:00.000Z
-77.06169821399999	38.9098889603	2561651	2941420	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1500 BLOCK 31ST ST NW WEST SIDE	VA	VA	807529	6457.0	394649	138004	Parking_Violations_in_April_2013.csv	2013-04-25T19:31:00.000Z
-77.028874331	38.8849755377	9527368	2032027	False	P168	NO FRONT TAGS.	1200 BLOCK D ST SW NORTH SIDE	MD	PU	803862	3162.0	397495	135237	Parking_Violations_in_December_2013.csv	2013-12-18T00:29:00.000Z
-77.02348430179998	38.8972191273	9429760	3208314	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	800 BLOCK F ST NW SOUTH SIDE	DC	UT	800849	632.0	397963	136596	Parking_Violations_in_January_2013.csv	2013-01-29T21:26:00.000Z
-77.0680747647	38.9346493075	4773938	2247906	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	3500BLOCK NEWARK ST NW NORTH SIDE	MD		815349	13246.0	394098	140753	Parking_Violations_in_October_2013.csv	2013-10-24T11:58:00.000Z
-77.0448784238	38.9133558352	8847115	10376778	False	P173	NO PARKING STREET CLEANING	1800 BLOCK 20TH ST, NW WEST SIDE	MD	TK	801861	1717.0	396108	138388	Parking_Violations_in_August_2009.csv	2009-08-27T09:32:00.000Z
-77.02599018089998	38.9408189103	7050886	10367548	False	P055	NO PARKING ANYTIME	1200 BLOCK TAYLOR ST, NW NORTH SID	MD	4D	802368	1897.0	397747	141436	Parking_Violations_in_August_2009.csv	2009-08-31T08:47:00.000Z
-77.0452543697	38.9061760388	5015922	6361943	False	P002	STAND OR PARK IN ALLEY	2001 SIDE M ST NW NORTH SIDE	MD	VA	279507	7498.0	396075	137591	Parking_Violations_in_July_2011.csv	2011-07-19T10:25:00.000Z
-77.0611991014	38.9060066242	10409160	6450811	False	P039	PARK AT EXPIRED METER	1200 BLOCK 31ST ST NW WEST SIDE	MD	4D	804634	3995.0	394692	137573	Parking_Violations_in_July_2011.csv	2011-07-08T17:48:00.000Z
-77.009975278	38.9079049726	12618609	4100943	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	UNIT BLOCK HANOVER PL NW SOUTH SIDE	MD	4D	815638	8573.0	399135	137782	Parking_Violations_in_July_2012.csv	2012-07-24T12:17:00.000Z
-77.0275407937	38.9237748381	3436813	7045791	False	P172	FAILURE TO SECURE DC TAGS	1200 BLOCK EUCLID ST NW SOUTH SIDE	MN	4D	804220	3641.0	397612	139544	Parking_Violations_in_February_2011.csv	2011-02-15T00:05:00.000Z
-77.019536863	38.9212361032	6585204	4593551	False	P039	PARK AT EXPIRED METER	0500 BLOCK COLLEGE ST NW NORTH SIDE	MD	4D	806457	5548.0	398306	139262	Parking_Violations_in_May_2012.csv	2012-05-07T13:02:00.000Z
-77.07797310409998	38.936787099499995	11351489	4869085	False	P043	PARK TO REDUCE ROADWAY TO LESS THAN 10 FEET	3900 BLOCK LANGLEY CT NW SOUTH SIDE	DC	4D	812418	10666.0	393240	140991	Parking_Violations_in_April_2012.csv	2012-04-23T07:12:00.000Z
-77.0265198264	38.907244779	9665875	6376484	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1100 BLOCK N ST NW SOUTH SIDE	MD	2D	802875	2360.0	397700	137709	Parking_Violations_in_August_2011.csv	2011-08-12T12:20:00.000Z
-77.0307899072	38.9170087733	12115066	7682660	False	P039	PARK AT EXPIRED METER	1400 BLOCK U ST NW SOUTH SIDE	PA	TK	804518	3894.0	397330	138793	Parking_Violations_in_September_2010.csv	2010-09-15T16:10:00.000Z
-77.0163804239	38.885086059	5639338	5037064	False	P037	PARK OVERTIME AT A METER	0300 BLOCK D ST SW NORTH SIDE	MD	UT	801606	1364.0	398579	135249	Parking_Violations_in_March_2012.csv	2012-03-29T10:15:00.000Z
-77.0288566793	38.8983259525	13516578	10808394	False	P280	EXPIRATION TIME ON METER RECEIPT LAPSED	1300 G ST NW	VA	4D	812027	10322.0	397497	136719	Parking_Violations_in_December_2010.csv	2010-12-29T15:43:00.000Z
