x	y	objectid	rowid_	holiday	violation_code	violation_description	location	rp_plate_state	body_style	address_id	streetsegid	xcoord	ycoord	filename	ticket_issue_datetime
-77.0525713693	38.9006958948	10877282	12640411	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	2500 BLOCK EYE ST NW SOUTH SIDE	VA	4D	805946	5096.0	395440	136983	Parking_Violations_in_February_2009.csv	2009-02-17T16:59:00.000Z
-77.0173041541	38.9394782832	8055524	3415004	False	P050	PARKED WITHIN 25 FEET OF A STOP SIGN	3922 FRONT ILLINOIS AV NW WEST SIDE	DC	4D	247940	8962.0	398500	141287	Parking_Violations_in_July_2011.csv	2011-07-12T07:44:00.000Z
-77.0009242475	38.8775381734	8559556	139609	False	P002	STAND OR PARK IN ALLEY	REAR OF 400 BLOCK L ST SE SOUTH SID	VA	4D	815984	14524.0	399920	134411	Parking_Violations_in_May_2015.csv	2015-05-14T15:27:00.000Z
-77.0336413242	38.899504768	7439143	5717307	False	P039	PARK AT EXPIRED METER	0800 BLOCK 15TH ST NW EAST SIDE	DC	4D	801603	1362.0	397082	136850	Parking_Violations_in_February_2012.csv	2012-01-05T14:23:00.000Z
-77.0742283016	38.9625892506	5738855	4242326	False	P039	PARK AT EXPIRED METER	5500 BLOCK CONNECTICUT AV NW WEST S	DC	4D	801542	1147.0	393567	143855	Parking_Violations_in_June_2012.csv	2012-06-21T17:22:00.000Z
-76.9937672519	38.880285571	9662858	5967096	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	700 BLOCK 9TH ST SE EAST SIDE	VA	4D	801672	1387.0	400541	134716	Parking_Violations_in_October_2011.csv	2011-10-27T11:44:00.000Z
-77.0708865295	38.9321523348	623513	12291623	False	P020	PARK WITHIN 10 FEET OF A FIRE HYDRANT	3100 BLOCK 36TH ST NW EAST SIDE	DC	4D	814441	12444.0	393854	140476	Parking_Violations_in_May_2009.csv	2009-05-05T08:05:00.000Z
-77.0320993459	38.9057029513	13376889	6296624	False	P322	PARK OVERTIME IN TIMED ZONE	1400 BLOCK MASSACHUSETTS AV NW SOUT	VA	4D	813497	11616.0	397216	137538	Parking_Violations_in_August_2011.csv	2011-08-15T12:18:00.000Z
-77.0177949982	38.9188761996	10038941	13634053	False	P173	NO PARKING STREET CLEANING	2200 BLOCK 4TH ST NW WEST SIDE	FL	4D	802661	2040.0	398457	139000	Parking_Violations_in_August_2015.csv	2015-08-25T12:41:00.000Z
-77.0434447035	38.9068613605	4135980	1648274	False	P039	PARK AT EXPIRED METER	1300 BLOCK 19TH ST NW EAST SIDE	VA	2D	800848	631.0	396232	137667	Parking_Violations_in_May_2014.csv	2014-05-19T12:16:00.000Z
-76.992206848	38.9217509514	1728617	4297723	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	2411 FRONT 10TH ST NE EAST SIDE	DC	4D	47648	1559.0	400676	139319	Parking_Violations_in_June_2012.csv	2012-06-28T11:53:00.000Z
-77.0728800749	38.9304575461	767725	3088951	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	3100 BLOCK WISCONSIN AV NW WEST SID	FL	4D	807500	6434.0	393681	140288	Parking_Violations_in_March_2013.csv	2013-03-25T16:16:00.000Z
-77.0241096558	38.9397743513	5084061	1380328	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	900 BLOCK SHEPHERD ST NW NORTH SIDE	MD	4D	803190	2646.0	397910	141320	Parking_Violations_in_August_2014.csv	2014-08-07T13:27:00.000Z
-77.0591336335	38.903899733	9247313	7118285	False	P037	PARK OVERTIME AT A METER	1100 BLOCK 30TH ST NW EAST SIDE	VA	4D	807918	6784.0	394871	137339	Parking_Violations_in_January_2011.csv	2011-01-24T10:13:00.000Z
-76.9912801737	38.9555950531	10276818	3024611	False	P314	FAIL TO PROPERLY AFFIX VALIDATION STICKERS	5200 BLOCK CHILLUM PL NE EAST SIDE	DC	4D	812384	10633.0	400756	143076	Parking_Violations_in_May_2013.csv	2013-05-16T01:28:00.000Z
-77.0734116507	38.9202778103	6043445	2684504	False	P159	NO STOPPING OR STANDING IN AM RUSH HOUR ZONE	2400 BLOCK TUNLAW RD NW WEST SIDE	MD		816486	15396.0	393634	139158	Parking_Violations_in_June_2013.csv	2013-06-28T07:15:00.000Z
-77.0628596899	38.9064471518	8938261	8318948	False	P271	NO STOPPING ANYTIME	1300 BLOCK WISCONSIN AV NW WEST SID	VA	TK	811370	9745.0	394548	137622	Parking_Violations_in_April_2010.csv	2010-04-09T10:03:00.000Z
